Bruno_Larson@msn.com,1,3,3,-1
Bruno_Larson@msn.com,1,7,5,-1
Bruno_Larson@msn.com,1,2,6,-1
Tom_Chrysler@gmail.com,1,1,7,-1
Betty_Chrysler@yahoo.com,1,2,4,-1
Monica_Toddbridge@gmail.com,1,2,6,3
Monica_Toddbridge@gmail.com,1,6,3,3
Monica_Toddbridge@gmail.com,1,7,7,3
Monica_Toddbridge@gmail.com,2,3,4,1
Monica_Toddbridge@gmail.com,2,2,7,1
Betty_Helibron@yahoo.com,1,3,6,2
Roger_Lomet@msn.com,1,6,7,-1
Roger_Lomet@msn.com,2,8,7,-1
Sam_Peterson@hotmail.com,1,8,7,-1
Sam_Peterson@hotmail.com,1,5,4,-1
Sam_Peterson@hotmail.com,1,1,5,-1
Christy_Li@msn.com,1,3,6,-2
Christy_Li@msn.com,1,7,7,-2
Christy_Li@msn.com,2,2,4,-3
Christy_Li@msn.com,2,3,7,-3
Christy_Li@msn.com,2,8,4,-3
Albert_Carey@msn.com,1,9,7,-1
Albert_Carey@msn.com,1,6,3,-1
Albert_Carey@msn.com,1,8,7,-1
Bruno_Keit@gmail.com,1,4,7,3
Bruno_Keit@gmail.com,1,6,5,3
Bruno_Keit@gmail.com,2,7,3,2
Bruno_Keit@gmail.com,2,2,6,2
Kitty_Toddbridge@msn.com,1,2,6,3
Kitty_Toddbridge@msn.com,2,4,6,2
Kitty_Toddbridge@msn.com,2,7,5,2
Denny_Karipova@yahoo.com,1,6,7,-2
Denny_Karipova@yahoo.com,2,8,4,-3
Albert_Karipova@gmail.com,1,1,4,-2
Albert_Karipova@gmail.com,1,9,7,-2
Albert_Karipova@gmail.com,1,8,4,-2
Alex_Keit@gmail.com,1,4,7,-3
Alex_Keit@gmail.com,1,8,4,-3
Alex_Keit@gmail.com,2,5,7,1
Alex_Keit@gmail.com,2,4,4,1
Alex_Keit@gmail.com,2,6,5,1
Tina_Keit@msn.com,1,3,3,-1
Tina_Keit@msn.com,1,7,6,-1
Tina_Keit@msn.com,2,2,5,3
Tina_Keit@msn.com,2,5,5,3
Tina_Keit@msn.com,2,1,5,3
George_Smith@hotmail.com,1,3,7,1
Monica_Keit@yahoo.com,1,5,6,2
Monica_Keit@yahoo.com,2,1,6,3
Monica_Keit@yahoo.com,2,4,4,3
Nadir_Toddbridge@hotmail.com,1,9,3,-3
Nadir_Toddbridge@hotmail.com,1,4,5,-3
Peter_Karipova@hotmail.com,1,2,7,3
Peter_Karipova@hotmail.com,1,4,4,3
Mandy_Smith@gmail.com,1,6,4,1
Mandy_Smith@gmail.com,2,4,6,-1
Jeremy_Parker@msn.com,1,7,7,-2
Jeremy_Parker@msn.com,1,1,3,-2
Jeremy_Parker@msn.com,2,4,7,-1
John_Parker@yahoo.com,1,1,3,2
John_Parker@yahoo.com,1,8,3,2
John_Parker@yahoo.com,1,4,5,2
Sarena_Carey@hotmail.com,1,6,6,1
Sarena_Carey@hotmail.com,1,9,7,1
Sarena_Carey@hotmail.com,1,8,7,1
Sarena_Carey@hotmail.com,2,8,3,-2
Sarena_Carey@hotmail.com,2,2,4,-2
Gina_Toddbridge@msn.com,1,8,6,2
Roger_Carey@msn.com,1,2,4,1
Roger_Carey@msn.com,1,3,3,1
Roger_Carey@msn.com,2,3,7,-1
Roger_Carey@msn.com,2,8,3,-1
Roger_Carey@msn.com,2,9,3,-1
Albert_Li@gmail.com,1,8,3,1
Albert_Li@gmail.com,2,2,3,1
Albert_Li@gmail.com,2,8,4,1
Albert_Li@gmail.com,2,1,5,1
Tom_Carey@msn.com,1,5,3,-3
Tom_Carey@msn.com,1,6,7,-3
Tom_Carey@msn.com,1,7,6,-3
Alex_Peterson@gmail.com,1,4,5,2
Alex_Peterson@gmail.com,1,6,3,2
Alex_Peterson@gmail.com,2,1,5,-2
Betty_Lomet@yahoo.com,1,3,7,-2
Sarena_DSouza@msn.com,1,2,6,3
Sarena_DSouza@msn.com,2,8,3,3
Nadir_Karipova@msn.com,1,1,3,3
Nadir_Karipova@msn.com,2,6,3,-2
Nadir_Karipova@msn.com,2,7,3,-2
Nadir_Karipova@msn.com,2,3,6,-2
Nadir_Wood@msn.com,1,5,6,-3
Nadir_Wood@msn.com,1,6,7,-3
Nadir_Wood@msn.com,1,8,6,-3
Nadir_Li@gmail.com,1,3,4,-2
Nadir_Li@gmail.com,1,4,7,-2
Nadir_Li@gmail.com,1,2,6,-2
Nadir_Li@gmail.com,2,1,3,1
Sam_Li@msn.com,1,2,5,1
Sam_Li@msn.com,2,2,7,-2
Sam_Li@msn.com,2,9,6,-2
David_Parker@msn.com,1,1,3,-2
David_Parker@msn.com,1,5,7,-2
David_Parker@msn.com,2,1,5,3
David_Parker@msn.com,2,6,7,3
David_Parker@msn.com,2,4,7,3
Celina_Larson@yahoo.com,1,9,3,-2
Celina_Larson@yahoo.com,1,4,5,-2
Elena_Parker@yahoo.com,1,5,7,3
Elena_Parker@yahoo.com,2,7,7,-1
Elena_Parker@yahoo.com,2,3,4,-1
Alex_Larson@gmail.com,1,9,3,-3
Alex_Larson@gmail.com,1,1,6,-3
Alex_Larson@gmail.com,1,5,4,-3
Alex_Larson@gmail.com,2,5,4,-1
Alex_Wood@yahoo.com,1,4,4,3
Mike_Keit@hotmail.com,1,3,6,3
Mike_Keit@hotmail.com,2,5,5,-3
Charles_Chrysler@yahoo.com,1,5,7,3
Monica_Lomet@hotmail.com,1,3,3,-2
Monica_Lomet@hotmail.com,1,6,3,-2
Monica_Lomet@hotmail.com,1,5,6,-2
Monica_Lomet@hotmail.com,2,1,6,3
Monica_Lomet@hotmail.com,2,9,4,3
Monica_Lomet@hotmail.com,2,4,5,3
Tom_Wood@msn.com,1,1,7,-3
Tom_Wood@msn.com,1,2,5,-3
Tom_Wood@msn.com,2,4,5,-1
Bruno_Lomet@gmail.com,1,2,4,1
Bruno_Lomet@gmail.com,1,4,4,1
Bruno_Lomet@gmail.com,1,9,4,1
Bruno_Lomet@gmail.com,2,6,5,2
George_Parker@hotmail.com,1,4,5,-2
George_Parker@hotmail.com,1,1,6,-2
George_Parker@hotmail.com,1,7,6,-2
Denny_Toddbridge@hotmail.com,1,1,6,1
Albert_Smith@msn.com,1,6,4,-3
Albert_Smith@msn.com,1,5,7,-3
Albert_Smith@msn.com,2,3,5,-2
George_Lomet@msn.com,1,6,7,3
George_Lomet@msn.com,2,5,6,-1
George_Lomet@msn.com,2,7,6,-1
Bruno_Karipova@yahoo.com,1,8,6,1
Bruno_Karipova@yahoo.com,1,1,4,1
Bruno_Karipova@yahoo.com,2,3,7,-3
Bruno_Karipova@yahoo.com,2,4,6,-3
Bruno_Karipova@yahoo.com,2,8,7,-3
Charles_Parker@msn.com,1,9,3,1
Charles_Parker@msn.com,2,9,7,-3
Charles_Parker@msn.com,2,4,6,-3
Charles_Parker@msn.com,2,1,6,-3
Gina_Smith@msn.com,1,5,3,-1
Gina_Smith@msn.com,2,7,5,-3
Gina_Smith@msn.com,2,3,3,-3
Bruno_Smith@msn.com,1,7,4,3
Bruno_Smith@msn.com,1,3,6,3
Bruno_Smith@msn.com,1,2,7,3
Emma_Smith@hotmail.com,1,6,7,3
Emma_Smith@hotmail.com,1,4,5,3
Emma_Smith@hotmail.com,2,2,4,2
Emma_Smith@hotmail.com,2,4,7,2
Emma_Smith@hotmail.com,2,6,7,2
Monica_DSouza@msn.com,1,7,6,-2
Monica_DSouza@msn.com,1,1,3,-2
Monica_DSouza@msn.com,1,4,7,-2
Bruno_Li@msn.com,1,4,3,1
Bruno_Li@msn.com,1,5,5,1
Bruno_Li@msn.com,1,6,4,1
Bruno_Li@msn.com,2,4,6,2
Bruno_Li@msn.com,2,5,3,2
George_Goldstein@gmail.com,1,8,6,1
